ID,Set_name,Name,Armor_type,set_variant,rank,rarity,slot_1,slot_2,slot_3,defense,fire_res,water_res,thunder_res,ice_res,dragon_res,skill_1,skill_1_level,skill_2,skill_2_level,skill_3,skill_3_level,group_skill, set_bonus_skill
146,Balahara,Balahara_Coil_Alpha,Waist,Alpha,High_Rank,5,NA,NA,NA,38,-1,2,-3,1,1,Evade_Window,1,Evade_Extender,1,NA,NA,Scaling_Prowess,NA
147,Balahara,Balahara_Greaves_Alpha,Legs,Alpha,High_Rank,5,1,1,NA,38,-1,2,-3,1,1,Evade_Extender,1,Geologist,1,NA,NA,Scaling_Prowess,NA
148,Balahara,Balahara_Helm_Beta,Helm,Beta,High_Rank,5,2,NA,NA,38,-1,2,-3,1,1,Evade_Window,1,NA,NA,NA,NA,Scale_Layering,NA
149,Balahara,Balahara_Mail_Beta,Chest,Beta,High_Rank,5,1,1,1,38,-1,2,-3,1,1,Geologist,1,NA,NA,NA,NA,Scale_Layering,NA
150,Balahara,Balahara_Vambraces_Beta,Arms,Beta,High_Rank,5,2,NA,NA,38,-1,2,-3,1,1,Evade_Extender,1,NA,NA,NA,NA,Scale_Layering,NA
151,Balahara,Balahara_Coil_Beta,Waist,Beta,High_Rank,5,1,1,NA,38,-1,2,-3,1,1,Evade_Window,1,NA,NA,NA,NA,Scale_Layering,NA
152,Balahara,Balahara_Greaves_Beta,Legs,Beta,High_Rank,5,1,1,1,38,-1,2,-3,1,1,Evade_Extender,1,NA,NA,NA,NA,Scale_Layering,NA
153,Barina,Barina_Headgear_Alpha,Helm,Alpha,High_Rank,5,NA,NA,NA,36,-3,3,0,0,3,Foray,1,Paralysis_Resistance,1,NA,NA,Neopteron_Alert,NA
154,Barina,Barina_Mail_Alpha,Chest,Alpha,High_Rank,5,NA,NA,NA,36,-3,3,0,0,3,Recovery_Up,2,Evade_Window,1,NA,NA,Neopteron_Alert,NA
155,Barina,Barina_Vambraces_Alpha,Arms,Alpha,High_Rank,5,NA,NA,NA,36,-3,3,0,0,3,Foray,1,Recovery_Up,1,NA,NA,Neopteron_Alert,NA
156,Barina,Barina_Coil_Alpha,Waist,Alpha,High_Rank,5,2,NA,NA,36,-3,3,0,0,3,Paralysis_Resistance,2,NA,NA,NA,NA,Neopteron_Alert,NA
157,Barina,Barina_Greaves_Alpha,Legs,Alpha,High_Rank,5,NA,NA,NA,36,-3,3,0,0,3,Foray,1,Evade_Window,1,NA,NA,Neopteron_Alert,NA
158,Barina,Barina_Headgear_Beta,Helm,Beta,High_Rank,5,1,NA,NA,36,-3,3,0,0,3,Foray,1,NA,NA,NA,NA,Neopteron_Camouflage,NA
159,Barina,Barina_Mail_Beta,Chest,Beta,High_Rank,5,1,NA,NA,36,-3,3,0,0,3,Evade_Window,1,Recovery_Up,1,NA,NA,Neopteron_Camouflage,NA
160,Barina,Barina_Vambraces_Beta,Arms,Beta,High_Rank,5,2,1,NA,36,-3,3,0,0,3,Recovery_Up,1,NA,NA,NA,NA,Neopteron_Camouflage,NA
161,Barina,Barina_Coil_Beta,Waist,Beta,High_Rank,5,2,1,NA,36,-3,3,0,0,3,Paralysis_Resistance,1,NA,NA,NA,NA,Neopteron_Camouflage,NA
162,Barina,Barina_Greaves_Beta,Legs,Beta,High_Rank,5,1,1,1,36,-3,3,0,0,3,Evade_Window,1,NA,NA,NA,NA,Neopteron_Camouflage,NA
163,Blossom,Blossom_Headgear_Alpha,Helm,Alpha,High_Rank,5,2,1,NA,36,1,1,4,1,1,Paralysis_Resistance,2,NA,NA,NA,NA,Festival_Spirit,NA
164,Blossom,Blossom_Vest_Alpha,Chest,Alpha,High_Rank,5,2,1,1,36,1,1,4,1,1,Paralysis_Resistance,1,NA,NA,NA,NA,Festival_Spirit,NA
165,Blossom,Blossom_Cuffs_Alpha,Arms,Alpha,High_Rank,5,1,1,1,36,1,1,4,1,1,Poison_Resistance,2,NA,NA,NA,NA,Festival_Spirit,NA
166,Blossom,Blossom_Coat_Alpha,Waist,Alpha,High_Rank,5,2,2,NA,36,1,1,4,1,1,Recovery_Speed,1,Entomologist,1,NA,NA,Festival_Spirit,NA
167,Blossom,Blossom_Boots_Alpha,Legs,Alpha,High_Rank,5,1,1,NA,36,1,1,4,1,1,Poison_Resistance,1,Recovery_Speed,2,NA,NA,Festival_Spirit,NA
168,Bone,Bone_Helm_Alpha,Helm,Alpha,High_Rank,5,1,NA,NA,32,2,0,2,0,2,Stun_Resistance,1,Speed_Eating,1,NA,NA,NA,NA
169,Bone,Bone_Mail_Alpha,Chest,Alpha,High_Rank,5,1,NA,NA,32,2,0,2,0,2,Stun_Resistance,1,Marathon_Runner,1,NA,NA,NA,NA
170,Bone,Bone_Vambraces_Alpha,Arms,Alpha,High_Rank,5,1,NA,NA,32,2,0,2,0,2,Marathon_Runner,1,Speed_Eating,1,NA,NA,NA,NA
171,Bone,Bone_Coil_Alpha,Waist,Alpha,High_Rank,5,1,1,NA,32,2,0,2,0,2,Marathon_Runner,1,NA,NA,NA,NA,NA,NA
172,Bone,Bone_Greaves_Alpha,Legs,Alpha,High_Rank,5,1,1,NA,32,2,0,2,0,2,Stun_Resistance,1,NA,NA,NA,NA,NA,NA
173,Bulaqchi,Bulaqchi_Specs_Alpha,Helm,Alpha,High_Rank,5,NA,NA,NA,32,-4,1,1,-2,4,Weakness_Exploit,1,Entomologist,1,NA,NA,Neopteron_Alert,NA
174,Bulaqchi,Bulaqchi_Specs_Beta,Helm,Beta,High_Rank,5,2,1,NA,32,-4,1,1,-2,4,Entomologist,1,NA,NA,NA,NA,Neopteron_Camouflage,NA
175,Chainmail,Chainmail_Headgear_Alpha,Helm,Alpha,High_Rank,5,1,1,NA,26,0,2,0,0,0,Geologist,1,NA,NA,NA,NA,NA,NA
176,Chainmail,Chainmail_Armor_Alpha,Chest,Alpha,High_Rank,5,1,NA,NA,26,0,2,0,0,0,Ice_Resistance,1,Geologist,1,NA,NA,NA,NA
177,Chainmail,Chainmail_Gloves_Alpha,Arms,Alpha,High_Rank,5,1,NA,NA,26,0,2,0,0,0,Recovery_Speed,1,Geologist,1,NA,NA,NA,NA
178,Chainmail,Chainmail_Belt_Alpha,Waist,Alpha,High_Rank,5,1,NA,NA,26,0,2,0,0,0,Ice_Resistance,1,Recovery_Speed,1,NA,NA,NA,NA
179,Chainmail,Chainmail_Pants_Alpha,Legs,Alpha,High_Rank,5,1,1,NA,26,0,2,0,0,0,Recovery_Speed,1,NA,NA,NA,NA,NA,NA
180,Chatacabra,Chatacabra_Helm_Alpha,Helm,Alpha,High_Rank,5,1,NA,NA,36,1,2,-3,-1,1,Wide-Range,1,Speed_Eating,1,NA,NA,Flexible_Leathercraft,NA
181,Chatacabra,Chatacabra_Mail_Alpha,Chest,Alpha,High_Rank,5,NA,NA,NA,36,1,2,-3,-1,1,Weakness_Exploit,1,Speed_Eating,1,NA,NA,Flexible_Leathercraft,NA
182,Chatacabra,Chatacabra_Vambraces_Alpha,Arms,Alpha,High_Rank,5,1,NA,NA,36,1,2,-3,-1,1,Wide-Range,1,Item_Prolonger,1,NA,NA,Flexible_Leathercraft,NA
183,Chatacabra,Chatacabra_Coil_Alpha,Waist,Alpha,High_Rank,5,1,NA,NA,36,1,2,-3,-1,1,Speed_Eating,1,Item_Prolonger,1,NA,NA,Flexible_Leathercraft,NA
184,Chatacabra,Chatacabra_Greaves_Alpha,Legs,Alpha,High_Rank,5,NA,NA,NA,36,1,2,-3,-1,1,Weakness_Exploit,1,Item_Prolonger,1,NA,NA,Flexible_Leathercraft,NA
185,Chatacabra,Chatacabra_Helm_Beta,Helm,Beta,High_Rank,5,2,NA,NA,36,1,2,-3,-1,1,Speed_Eating,1,NA,NA,NA,NA,Buttery_Leathercraft,NA
186,Chatacabra,Chatacabra_Mail_Beta,Chest,Beta,High_Rank,5,1,1,1,36,1,2,-3,-1,1,Speed_Eating,1,NA,NA,NA,NA,Buttery_Leathercraft,NA
187,Chatacabra,Chatacabra_Vambraces_Beta,Arms,Beta,High_Rank,5,2,NA,NA,36,1,2,-3,-1,1,Item_Prolonger,1,NA,NA,NA,NA,Buttery_Leathercraft,NA
188,Chatacabra,Chatacabra_Coil_Beta,Waist,Beta,High_Rank,5,1,1,NA,36,1,2,-3,-1,1,Speed_Eating,1,NA,NA,NA,NA,Buttery_Leathercraft,NA
189,Chatacabra,Chatacabra_Greaves_Beta,Legs,Beta,High_Rank,5,1,NA,NA,36,1,2,-3,-1,1,Weakness_Exploit,1,NA,NA,NA,NA,Buttery_Leathercraft,NA
190,Clerk,Clerk_Visor_Alpha,Helm,Alpha,High_Rank,5,2,1,NA,48,2,2,2,2,2,Divine_Blessing,2,Recovery_Up,1,Palico_Rally,2,Glory's_Favor,NA
191,Clerk,Clerk_Suit_Alpha,Chest,Alpha,High_Rank,5,2,1,NA,48,2,2,2,2,2,Divine_Blessing,1,Survival_Expert,2,NA,NA,NA,NA
192,Clerk,Clerk_Vambraces_Alpha,Arms,Alpha,High_Rank,5,2,1,NA,48,2,2,2,2,2,Survival_Expert,1,Tool_Specialist,2,Palico_Rally,1,Glory's_Favor,NA
193,Clerk,Clerk_Belt_Alpha,Waist,Alpha,High_Rank,5,1,NA,NA,48,2,2,2,2,2,Recovery_Up,2,Tool_Specialist,2,NA,NA,Glory's_Favor,NA
194,Clerk,Clerk_Shoes_Alpha,Legs,Alpha,High_Rank,5,2,2,NA,2,2,2,2,2,2,Tool_Specialist,1,Palico_Rally,2,NA,NA,Glory's_Favor,NA
195,Comaqchi,Comaqchi_Accessory_Alpha,Helm,Alpha,High_Rank,5,NA,NA,NA,32,-5,0,0,3,3,Sleep_Resistance,2,Foray,1,NA,NA,Neopteron_Alert,NA
196,Comaqchi,Comaqchi_Accessory_Beta,Helm,Beta,High_Rank,5,2,1,NA,32,-5,0,0,3,3,Sleep_Resistance,2,NA,NA,NA,NA,Neopteron_Camouflage,NA
197,Conga,Conga_Helm_Alpha,Helm,Alpha,High_Rank,5,1,NA,NA,36,-3,1,1,-1,2,Intimidator,1,Free_Meal,1,NA,NA,Fortifying_Pelt,NA
198,Conga,Conga_Mail_Alpha,Chest,Alpha,High_Rank,5,NA,NA,NA,36,-3,1,1,-1,2,Intimidator,2,Burst,1,NA,NA,Fortifying_Pelt,NA
199,Conga,Conga_Vambraces_Alpha,Arms,Alpha,High_Rank,5,NA,NA,NA,36,-3,1,1,-1,2,Speed_Eating,1,Mushroomancer,1,NA,NA,Fortifying_Pelt,NA
200,Conga,Conga_Coil_Alpha,Waist,Alpha,High_Rank,5,1,NA,NA,36,-3,1,1,-1,2,Mushroomancer,1,Free_Meal,1,NA,NA,Fortifying_Pelt,NA
201,Conga,Conga_Greaves_Alpha,Legs,Alpha,High_Rank,5,NA,NA,NA,36,-3,1,1,-1,2,Burst,1,Mushroomancer,1,NA,NA,Fortifying_Pelt,NA
202,Conga,Conga_Helm_Beta,Helm,Beta,High_Rank,5,2,NA,NA,36,-3,1,1,-1,2,Intimidator,1,NA,NA,NA,NA,Alluring_Pelt,NA
203,Conga,Conga_Mail_Beta,Chest,Beta,High_Rank,5,1,1,1,36,-3,1,1,-1,2,Intimidator,2,NA,NA,NA,NA,Alluring_Pelt,NA
204,Conga,Conga_Vambraces_Beta,Arms,Beta,High_Rank,5,1,NA,NA,36,-3,1,1,-1,2,Mushroomancer,1,NA,NA,NA,NA,Alluring_Pelt,NA
205,Conga,Conga_Coil_Beta,Waist,Beta,High_Rank,5,2,NA,NA,36,-3,1,1,-1,2,Mushroomancer,1,NA,NA,NA,NA,Alluring_Pelt,NA
206,Conga,Conga_Greaves_Beta,Legs,Beta,High_Rank,5,2,NA,NA,36,-3,1,1,-1,2,Burst,1,NA,NA,NA,NA,Alluring_Pelt,NA
207,Diver,Diver's_Mask_Alpha,Helm,Alpha,High_Rank,5,2,NA,NA,36,1,4,1,1,1,Ambush,2,NA,NA,NA,NA,Festival_Spirit,NA
208,Diver,Diver's_Suit_Alpha,Chest,Alpha,High_Rank,5,1,1,NA,36,1,4,1,1,1,Hunger_Resistance,2,Leap_of_Faith,1,NA,NA,Festival_Spirit,NA
209,Diver,Diver's_Braces_Alpha,Arms,Alpha,High_Rank,5,2,NA,NA,36,1,4,1,1,1,Ambush,1,Marathon_Runner,2,NA,NA,Festival_Spirit,NA
210,Diver,Diver's_Belt_Alpha,Waist,Alpha,High_Rank,5,1,1,1,36,1,4,1,1,1,Aquatic-Oilsilt_Mobility,1,Hunger_Resistance,1,NA,NA,Festival_Spirit,NA
211,Diver,Diver's_Boots_Alpha,Legs,Alpha,High_Rank,5,2,1,NA,36,1,4,1,1,1,Aquatic-Oilsilt_Mobility,1,Marathon_Runner,1,NA,NA,Festival_Spirit,NA
212,Expedition,Expedition_Headgear_Alpha,Helm,Alpha,High_Rank,5,1,NA,NA,40,1,1,1,1,1,Blight_Resistance,1,Coalescence,1,NA,NA,NA,NA
213,Faux_Felyne,Faux_Felyne_Alpha,Helm,Alpha,High_Rank,5,NA,NA,NA,36,2,2,2,2,2,Palico_Rally,5,NA,NA,NA,NA,NA,NA
214,Gourmand,Gourmand's_Earring_Alpha,Helm,Alpha,High_Rank,5,1,NA,NA,36,0,0,0,0,0,Speed_Eating,2,Free_Meal,2,NA,NA,Glory's_Favor,NA
215,Guild_Cross,Guild_Cross_Circlet_Alpha,Helm,Alpha,High_Rank,5,1,NA,NA,36,0,0,0,0,0,Flinch_Free,1,Bind_Resistance,3,Earplugs,1,Glory's_Favor,NA
216,Guild_Cross,Guild_Cross_Suit_Alpha,Chest,Alpha,High_Rank,5,2,1,NA,36,0,0,0,0,0,Tremor_Resistance,1,Earplugs,1,NA,NA,Glory's_Favor,NA
217,Guild_Cross,Guild_Cross_Vambraces_Alpha,Arms,Alpha,High_Rank,5,2,NA,NA,36,0,0,0,0,0,Flinch_Free,2,Tremor_Resistance,1,Bind_Resistance,1,Glory's_Favor,NA
218,Guild_Cross,Guild_Cross_Coil_Alpha,Waist,Alpha,High_Rank,5,2,NA,NA,0,0,0,0,0,0,Windproof,2,Earplugs,1,NA,NA,Glory's_Favor,NA
219,Guild_Cross,Guild_Cross_Boots_Alpha,Legs,Alpha,High_Rank,5,2,2,NA,36,0,0,0,0,0,Tremor_Resistance,1,Windproof,1,NA,NA,Glory's_Favor,NA
220,Gypceros,Gypceros_Helm_Alpha,Helm,Alpha,High_Rank,5,1,NA,NA,36,-4,3,4,-1,1,Stamina_Surge,1,Blindsider,1,NA,NA,Flexible_Leathercraft,NA
221,Gypceros,Gypceros_Mail_Alpha,Chest,Alpha,High_Rank,5,1,NA,NA,36,-4,3,4,-1,1,Poison_Resistance,1,Stamina_Surge,1,NA,NA,Flexible_Leathercraft,NA
222,Gypceros,Gypceros_Vambraces_Alpha,Arms,Alpha,High_Rank,5,NA,NA,NA,36,-4,3,4,-1,1,Resentment,2,Poison_Resistance,1,NA,NA,Flexible_Leathercraft,NA
223,Gypceros,Gypceros_Coil_Alpha,Waist,Alpha,High_Rank,5,1,NA,NA,36,-4,3,4,-1,1,Resentment,1,Stamina_Surge,1,NA,NA,Flexible_Leathercraft,NA
224,Gypceros,Gypceros_Greaves_Alpha,Legs,Alpha,High_Rank,5,NA,NA,NA,36,-4,3,4,-1,1,Marathon_Runner,2,Resentment,1,NA,NA,Flexible_Leathercraft,NA
225,Gypceros,Gypceros_Helm_Beta,Helm,Beta,High_Rank,5,1,1,NA,36,-4,3,4,-1,1,Stamina_Surge,1,NA,NA,NA,NA,Buttery_Leathercraft,NA
226,Gypceros,Gypceros_Mail_Beta,Chest,Beta,High_Rank,5,2,NA,NA,36,-4,3,4,-1,1,Stamina_Surge,1,NA,NA,NA,NA,Buttery_Leathercraft,NA
227,Gypceros,Gypceros_Vambraces_Beta,Arms,Beta,High_Rank,5,1,NA,NA,36,-4,3,4,-1,1,Resentment,2,NA,NA,NA,NA,Buttery_Leathercraft,NA
228,Gypceros,Gypceros_Coil_Beta,Waist,Beta,High_Rank,5,2,1,NA,36,-4,3,4,-1,1,Stamina_Surge,1,NA,NA,NA,NA,Buttery_Leathercraft,NA
229,Gypceros,Gypceros_Greaves_Beta,Legs,Beta,High_Rank,5,1,NA,NA,36,-4,3,4,-1,1,Resentment,1,Marathon_Runner,1,NA,NA,Buttery_Leathercraft,NA
230,Harvest,Harvest_Flor_Alpha,Helm,Alpha,High_Rank,5,1,1,NA,36,4,1,1,1,1,Resentment,1,Botanist,1,NA,NA,Carving_Master,NA
231,Harvest,Harvest_Tronco_Alpha,Chest,Alpha,High_Rank,5,NA,NA,NA,36,4,1,1,1,1,Mushroomancer,2,Resentment,1,NA,NA,Carving_Master,NA
232,Harvest,Harvest_Trama_Alpha,Arms,Alpha,High_Rank,5,NA,NA,NA,36,4,1,1,1,1,Free_Meal,2,Mushroomancer,1,Constitution,2,Carving_Master,NA
233,Harvest,Harvest_Hoja_Alpha,Waist,Alpha,High_Rank,5,1,1,NA,36,4,1,1,1,1,Free_Meal,1,Botanist,1,Constitution,1,Carving_Master,NA
234,Harvest,Harvest_Raiz_Alpha,Legs,Alpha,High_Rank,5,2,NA,NA,36,4,1,1,1,1,Botanist,2,Constitution,2,NA,NA,Carving_Master,NA
235,Hirabami,Hirabami_Headdress_Alpha,Helm,Alpha,High_Rank,5,NA,NA,NA,38,-3,2,-2,3,0,Evade_Window,1,Evade_Extender,1,NA,NA,Scaling_Prowess,NA
236,Hirabami,Hirabami_Mail_Alpha,Chest,Alpha,High_Rank,5,1,NA,NA,38,-3,2,-2,3,0,Ice_Resistance,2,Evade_Window,1,NA,NA,Scaling_Prowess,NA
237,Hirabami,Hirabami_Vambraces_Alpha,Arms,Alpha,High_Rank,5,NA,NA,NA,38,-3,2,-2,3,0,Peak_Performance,1,Evade_Window,1,NA,NA,Scaling_Prowess,NA
238,Hirabami,Hirabami_Coil_Alpha,Waist,Alpha,High_Rank,5,NA,NA,NA,38,-3,2,-2,3,0,Evade_Window,2,NA,NA,NA,NA,Scaling_Prowess,NA
239,Hirabami,Hirabami_Greaves_Alpha,Legs,Alpha,High_Rank,5,1,NA,NA,38,-3,2,-2,3,0,Peak_Performance,1,Ice_Resistance,1,NA,NA,Scaling_Prowess,NA
240,Hirabami,Hirabami_Headdress_Beta,Helm,Beta,High_Rank,5,1,1,NA,38,-3,2,-2,3,0,Evade_Window,1,NA,NA,NA,NA,Scale_Layering,NA
241,Hirabami,Hirabami_Mail_Beta,Chest,Beta,High_Rank,5,2,NA,NA,38,-3,2,-2,3,0,Evade_Window,1,Ice_Resistance,1,NA,NA,Scale_Layering,NA
242,Hirabami,Hirabami_Vambraces_Beta,Arms,Beta,High_Rank,5,1,1,NA,38,-3,2,-2,3,0,Evade_Window,1,NA,NA,NA,NA,Scale_Layering,NA
243,Hirabami,Hirabami_Coil_Beta,Waist,Beta,High_Rank,5,2,NA,NA,38,-3,2,-2,3,0,Evade_Window,1,NA,NA,NA,NA,Scale_Layering,NA
244,Hirabami,Hirabami_Greaves_Beta,Legs,Beta,High_Rank,5,2,NA,NA,38,-3,2,-2,3,0,Peak_Performance,1,NA,NA,NA,NA,Scale_Layering,NA
245,Hope,Hope_Mask_Alpha,Helm,Alpha,High_Rank,5,1,NA,NA,26,1,0,1,0,0,Divine_Blessing,2,NA,NA,NA,NA,NA,NA
246,Hope,Hope_Mail_Alpha,Chest,Alpha,High_Rank,5,1,1,NA,26,1,0,1,0,0,Poison_Resistance,1,NA,NA,NA,NA,NA,NA
247,Hope,Hope_Vambraces_Alpha,Arms,Alpha,High_Rank,5,1,1,NA,26,1,0,1,0,0,Sleep_Resistance,1,NA,NA,NA,NA,NA,NA
248,Hope,Hope_Coil_Alpha,Waist,Alpha,High_Rank,5,1,NA,NA,26,1,0,1,0,0,Divine_Blessing,1,Stun_Resistance,1,NA,NA,NA,NA
249,Hope,Hope_Greaves_Alpha,Legs,Alpha,High_Rank,5,1,NA,NA,26,1,0,1,0,0,Stun_Resistance,2,NA,NA,NA,NA,NA,NA
250,Kranodath,Kranodath_Mail_Alpha,Chest,Alpha,High_Rank,5,NA,NA,NA,32,4,-2,0,-2,0,Flinch_Free,2,Partbreaker,1,NA,NA,Scaling_Prowess,NA
251,Kranodath,Kranodath_Mail_Beta,Chest,Beta,High_Rank,5,2,NA,NA,32,4,-2,0,-2,0,Flinch_Free,2,NA,NA,NA,NA,Scale_Layering,NA
252,Kut-Ku,Kut-Ku_Helm_Alpha,Helm,Alpha,High_Rank,5,1,NA,NA,36,3,0,-2,-4,2,Constitution,2,Fire_Resistance,1,NA,NA,Scaling_Prowess,NA
253,Kut-Ku,Kut-Ku_Mail_Alpha,Chest,Alpha,High_Rank,5,1,NA,NA,36,3,0,-2,-4,2,Agitator,1,Fire_Resistance,1,NA,NA,Scaling_Prowess,NA
254,Kut-Ku,Kut-Ku_Vambraces_Alpha,Arms,Alpha,High_Rank,5,1,NA,NA,36,3,0,-2,-4,2,Constitution,1,Agitator,1,NA,NA,Scaling_Prowess,NA
255,Kut-Ku,Kut-Ku_Coil_Alpha,Waist,Alpha,High_Rank,5,NA,NA,NA,36,3,0,-2,-4,2,Recovery_Up,2,Agitator,1,NA,NA,Scaling_Prowess,NA
256,Kut-Ku,Kut-Ku_Greaves_Alpha,Legs,Alpha,High_Rank,5,2,NA,NA,36,3,0,-2,-4,2,Constitution,2,Recovery_Up,1,NA,NA,Scaling_Prowess,NA
257,Kut-Ku,Kut-Ku_Helm_Beta,Helm,Beta,High_Rank,5,2,1,NA,36,3,0,-2,-4,2,Constitution,2,NA,NA,NA,NA,Scale_Layering,NA
258,Kut-Ku,Kut-Ku_Mail_Beta,Chest,Beta,High_Rank,5,2,NA,NA,36,3,0,-2,-4,2,Agitator,1,NA,NA,NA,NA,Scale_Layering,NA
259,Kut-Ku,Kut-Ku_Vambraces_Beta,Arms,Beta,High_Rank,5,2,1,1,36,3,0,-2,-4,2,Constitution,1,NA,NA,NA,NA,Scale_Layering,NA
260,Kut-Ku,Kut-Ku_Coil_Beta,Waist,Beta,High_Rank,5,1,NA,NA,36,3,0,-2,-4,2,Agitator,1,Recovery_Up,1,NA,NA,Scale_Layering,NA
261,Kut-Ku,Kut-Ku_Greaves_Beta,Legs,Beta,High_Rank,5,2,1,NA,36,3,0,-2,-4,2,Constitution,1,Recovery_Up,1,NA,NA,Scale_Layering,NA
262,Leather,Leather_Headgear_Alpha,Helm,Alpha,High_Rank,5,1,NA,NA,26,2,0,0,0,0,Botanist,2,NA,NA,NA,NA,NA,NA
263,Leather,Leather_Mail_Alpha,Chest,Alpha,High_Rank,5,1,NA,NA,26,2,0,0,0,0,Botanist,1,Item_Prolonger,1,NA,NA,NA,NA
264,Leather,Leather_Gloves_Alpha,Arms,Alpha,High_Rank,5,1,NA,NA,26,2,0,0,0,0,Botanist,1,Hunger_Resistance,1,NA,NA,NA,NA
265,Leather,Leather_Belt_Alpha,Waist,Alpha,High_Rank,5,1,1,NA,26,2,0,0,0,0,Hunger_Resistance,1,NA,NA,NA,NA,NA,NA
266,Leather,Leather_Pants_Alpha,Legs,Alpha,High_Rank,5,1,NA,NA,26,2,0,0,0,0,Hunger_Resistance,1,Item_Prolonger,1,NA,NA,NA,NA
267,Mimiphyta,Mimiphyta_Alpha,Helm,Alpha,High_Rank,5,1,NA,NA,36,-3,2,-2,2,2,Entomologist,1,Ambush,1,NA,NA,Fortifying_Pelt,NA
268,Nerscylla,Nerscylla_Helm_Alpha,Helm,Alpha,High_Rank,5,NA,NA,NA,38,-2,2,-2,1,2,Poison_Resistance,2,Bind_Resistance,1,NA,NA,Neopteron_Alert,NA
269,Nerscylla,Nerscylla_Mail_Alpha,Chest,Alpha,High_Rank,5,NA,NA,NA,38,-2,2,-2,1,2,Weakness_Exploit,1,Ambush,1,NA,NA,Neopteron_Alert,NA
270,Nerscylla,Nerscylla_Vambraces_Alpha,Arms,Alpha,High_Rank,5,1,NA,NA,38,-2,2,-2,1,2,Poison_Resistance,1,Ambush,1,NA,NA,Neopteron_Alert,NA
271,Nerscylla,Nerscylla_Coil_Alpha,Waist,Alpha,High_Rank,5,NA,NA,NA,38,-2,2,-2,1,2,Sleep_Resistance,2,Bind_Resistance,1,NA,NA,Neopteron_Alert,NA
272,Nerscylla,Nerscylla_Greaves_Alpha,Legs,Alpha,High_Rank,5,1,NA,NA,38,-2,2,-2,1,2,Sleep_Resistance,1,Ambush,1,NA,NA,Neopteron_Alert,NA
273,Nerscylla,Nerscylla_Helm_Beta,Helm,Beta,High_Rank,5,2,NA,NA,38,-2,2,-2,1,2,Bind_Resistance,1,NA,NA,NA,NA,Neopteron_Camouflage,NA
274,Nerscylla,Nerscylla_Mail_Beta,Chest,Beta,High_Rank,5,1,1,1,38,-2,2,-2,1,2,Ambush,1,NA,NA,NA,NA,Neopteron_Camouflage,NA
275,Nerscylla,Nerscylla_Vambraces_Beta,Arms,Beta,High_Rank,5,2,NA,NA,38,-2,2,-2,1,2,Ambush,1,NA,NA,NA,NA,Neopteron_Camouflage,NA
276,Nerscylla,Nerscylla_Coil_Beta,Waist,Beta,High_Rank,5,1,1,NA,38,-2,2,-2,1,2,Bind_Resistance,1,NA,NA,NA,NA,Neopteron_Camouflage,NA
277,Nerscylla,Nerscylla_Greaves_Beta,Legs,Beta,High_Rank,5,2,1,NA,38,-2,2,-2,1,2,Sleep_Resistance,1,NA,NA,NA,NA,Neopteron_Camouflage,NA
278,Piragill,Piragill_Greaves_Alpha,Legs,Alpha,High_Rank,5,NA,NA,NA,32,-3,4,-3,1,1,Water_Resistance,2,Aquatic-Oilsilt_Mobility,1,NA,NA,Flexible_Leathercraft,NA
279,Piragill,Piragill_Greaves_Beta,Legs,Beta,High_Rank,5,2,NA,NA,32,-3,4,-3,1,1,Aquatic-Oilsilt_Mobility,1,NA,NA,NA,NA,Buttery_Leathercraft,NA
280,Quematrice,Quematrice_Helm_Alpha,Helm,Alpha,High_Rank,5,1,NA,NA,36,2,-3,0,-1,0,Latent_Power,1,Flinch_Free,1,NA,NA,Scaling_Prowess,NA
281,Quematrice,Quematrice_Mail_Alpha,Chest,Alpha,High_Rank,5,NA,NA,NA,36,2,-3,0,-1,0,Latent_Power,1,Fire_Resistance,1,NA,NA,Scaling_Prowess,NA
282,Quematrice,Quematrice_Braces_Alpha,Arms,Alpha,High_Rank,5,1,1,NA,36,2,-3,0,-1,0,Fire_Resistance,1,Flinch_Free,1,NA,NA,Scaling_Prowess,NA
283,Quematrice,Quematrice_Coil_Alpha,Waist,Alpha,High_Rank,5,NA,NA,NA,36,2,-3,0,-1,0,Latent_Power,1,Fire_Resistance,1,NA,NA,Scaling_Prowess,NA
284,Quematrice,Quematrice_Greaves_Alpha,Legs,Alpha,High_Rank,5,1,NA,NA,36,2,-3,0,-1,0,Evade_Extender,1,Flinch_Free,1,NA,NA,Scaling_Prowess,NA
285,Quematrice,Quematrice_Helm_Beta,Helm,Beta,High_Rank,5,2,NA,NA,36,2,-3,0,-1,0,Latent_Power,1,NA,NA,NA,NA,Scale_Layering,NA
286,Quematrice,Quematrice_Mail_Beta,Chest,Beta,High_Rank,5,1,NA,NA,36,2,-3,0,-1,0,Latent_Power,1,NA,NA,NA,NA,Scale_Layering,NA
287,Quematrice,Quematrice_Braces_Beta,Arms,Beta,High_Rank,5,2,1,NA,36,2,-3,0,-1,0,Flinch_Free,1,NA,NA,NA,NA,Scale_Layering,NA
288,Quematrice,Quematrice_Coil_Beta,Waist,Beta,High_Rank,5,2,NA,NA,36,2,-3,0,-1,0,Fire_Resistance,2,NA,NA,NA,NA,Scale_Layering,NA
289,Quematrice,Quematrice_Greaves_Beta,Legs,Beta,High_Rank,5,1,1,1,36,2,-3,0,-1,0,Flinch_Free,1,NA,NA,NA,NA,Scale_Layering,NA
